,sentence,word,ner
1993,13, निडर ,B-LOCATION
1994,13, हो ,B-LOCATION
1995,13, पालों ,B-LOCATION
1996,13, पर ,o
1997,13, घूमा ,o
1998,13, घूमते ,o
1999,13, हुए ,o
2000,13, महातेजस्वी ,B-PERSON
2001,13, पानरश्रेष्ठ ,B-PERSON
2002,13, में ,B-LOCATION
2003,13, विपीपण ,B-PERSON
2004,13, के ,o
2005,13, घर ,I-LOCATION
2006,13, को ,o
2007,13, छोड़कर ,o
2008,13, अपने ,o
2009,13, मव ,o
2010,13, दाह ,o
2011,13, कर ,o
2012,13, दिये ,o
2013,13, व०५७) ,B-PERSON
2014,13, हनुमान ,B-PERSON
2015,13, का ,B-PERSON
2016,13, जाम्यवान ,B-PERSON
2017,13, आदि ,B-PERSON
2018,13, के ,B-PERSON
2019,13, पास ,B-LOCATION
2020,13, वापिसजामा ,B-PERSON
2021,13, बहे ,B-PERSON
2022,13, नाद ,B-PERSON
2023,13, से ,o
2024,13, गर्जना ,B-PERSON
2025,13, हुआ ,o
2026,13, मेघ ,B-PERSON
2027,13, की ,o
2028,13, ध्वनि ,o
2029,13, तुल्य ,o
2030,13, ध्वनि ,o
2031,13, डाला ,o
2032,13, वह ,o
2033,13, पहातेजस्वी ,B-PERSON
2034,13, प्रवर ,B-LOCATION
2035,13, राक्षसों ,B-PERSON
2036,13, को ,B-PERSON
2037,13, मारकर ,B-PERSON
2038,13, अपना ,o
2039,13, नाम ,B-PERSON
2040,13, विख्यात ,o
2041,13," करके, ",o
2042,13, नगरी ,B-PERSON
2043,13, को ,B-PERSON
2044,13, व्याकुल ,B-PERSON
2045,13," करके, ",B-PERSON
2046,13, रावण ,B-PERSON
2047,13, को ,B-PERSON
2048,13, तग ,B-PERSON
2049,13," करके, ",o
2050,13, बड़े ,B-PERSON
2051,13, वीरों ,B-PERSON
2052,13, को ,B-PERSON
2053,13, पीड़ित ,o
2054,13," करके, ",o
2055,13, और ,B-PERSON
2056,13, सीता ,B-PERSON
2057,13, को ,B-PERSON
2058,13, अभिवादन ,B-PERSON
2059,13, करके ,o
2060,13, फिर ,B-PERSON
2061,13, समुद्र ,B-PERSON
2062,13, . ,B-LOCATION
2063,13, के ,B-PERSON
2064,13, मध्य ,B-LOCATION
2065,13, से ,B-PERSON
2066,13, पर्वतेन्द्र ,B-PERSON
2067,13, मैनाक ,B-PERSON
2068,13, को ,B-PERSON
2069,13, छूकर ,B-PERSON
2070,13, आया ,o
2071,13, तब ,B-PERSON
2072,13, वह ,B-PERSON
2073,13, प्रसन्न ,o
2074,13, मन ,B-PERSON
2075,13, हुए ,o
2076,13, सभी ,B-PERSON
2077,13, वादाश्रेष्ठ ,B-PERSON
2078,13, महात्मा ,B-PERSON
2079,13, हुनुपान ,B-PERSON
2080,13, को ,B-PERSON
2081,13, घेर ,o
2082,13, कर ,o
2083,13, चारों ,B-COUNT
2084,13, ओर ,o
2085,13, बैठ ,o
2086,13, गये ,o
2087,14,तब ,o
2088,14, उन्होंने ,o
2089,14, विचित्र ,o
2090,14, पनों ,o
2091,14, वाले ,o
2092,14, पलवण ,B-LOCATION
2093,14, पर्वत ,I-LOCATION
2094,14, पर ,I-LOCATION
2095,14, पहुंचकर ,B-LOCATION
2096,14, महाबली ,B-PERSON
2097,14, राम ,B-PERSON
2098,14, और ,B-PERSON
2099,14, लक्ष्मण ,B-PERSON
2100,14, को ,B-PERSON
2101,14, सिर ,B-PERSON
2102,14, से ,B-PERSON
2103,14, प्रणाम ,o
2104,14, करके ,o
2105,14, और ,B-PERSON
2106,14, युवराज ,B-PERSON
2107,14, अङ्गद ,B-PERSON
2108,14, को ,B-PERSON
2109,14, भागे ,B-PERSON
2110,14, करके ,B-PERSON
2111,14, सुग्रीव ,B-PERSON
2112,14, का ,B-PERSON
2113,14, अभिवादन ,B-PERSON
2114,14, कर ,o
2115,14, सीता ,B-PERSON
2116,14, का ,B-PERSON
2117,14, समाचार ,o
2118,14, कहना ,o
2119,14, प्रारम्भ ,o
2120,14, किया ,o
2121,14, दिव्य ,B-PERSON
2122,14, मुनहरी ,B-PERSON
2123,14, मार्ग ,B-LOCATION
2124,14, जो ,B-PERSON
2125,14, अपने ,o
2126,14, तेम ,B-PERSON
2127,14, से ,o
2128,14, दीप्त ,o
2129,14, होरही ,B-PERSON
2130,14," थी, ",o
2131,14, यह ,B-PERSON
2132,14, राम ,B-PERSON
2133,14, को ,B-PERSON
2134,14, दे ,o
2135,14, करके ,B-PERSON
2136,14, हनुमान् ,B-PERSON
2137,14, हाप ,B-PERSON
2138,14, जोड़कर ,o
2139,14, कहने ,o
2140,14, लगा ,o
2141,14, यह ,B-PERSON
2142,14, शोभा ,B-PERSON
2143,14, बाली ,B-PERSON
2144,14, समुद्रिय ,B-LOCATION
2145,14, माण ,B-PERSON
2146,14, उसने ,B-PERSON
2147,14, दी ,o
2148,14," है, ",o
2149,14, हे ,B-PERSON
2150,14, निष्पाप ,B-PERSON
2151,14, ! ,B-PERSON
2152,14, तेरे ,B-PERSON
2153,14, दर्शन ,B-PERSON
2154,14, के ,o
2155,14, तुल्य ,o
2156,14, इस ,B-PERSON
2157,14, (आपकी ,o
2158,14, दी ,B-PERSON
2159,14, मणि) ,B-PERSON
2160,14, के ,B-PERSON
2161,14, दर्शन ,o
2162,14, करके ,o
2163,14, दुःख ,B-PERSON
2164,14, में ,o
2165,14, आनन्द ,B-PERSON
2166,14, मनाऊंगी ,B-PERSON
2167,14, हनुमान ,B-PERSON
2168,14, से ,B-PERSON
2169,14, ऐसे ,B-PERSON
2170,14, कहा ,o
2171,14," हुआ, ",o
2172,14, दशरथमृत ,B-PERSON
2173,14, उस ,B-PERSON
2174,14, माणि ,B-PERSON
2175,14, को ,B-PERSON
2176,14, हृदय ,B-PERSON
2177,14, पर ,o
2178,14, रखकर ,o
2179,14, लक्ष्मण ,B-PERSON
2180,14, समेत ,B-PERSON
2181,14, पहुत ,o
2182,14, रोया ,B-PERSON
2183,15,इति ,o
2184,15, श्रीमद्वारमीकि ,B-PERSON
2185,15, रामायणे ,B-LOCATION
2186,15, पुन्दरकाण्ड ,B-PERSON
2187,15, समासम् ,B-LOCATION
2188,15, ।युद्धकाण्ड-लङ्काकाण्ड ,B-PERSON
2189,15, युडकाण्ड-लङ्काकाण्ड ,B-LOCATION
2190,15, घ० ,B-PERSON
2191,15," १,२) ",B-LOCATION
2192,15, हनुमान ,B-PERSON
2193,15, को ,B-LOCATION
2194,15, पुरस्कार ,B-PERSON
2195,15, और ,o
2196,15, सेना ,B-PERSON
2197,15, समेत ,o
2198,15, पफ ,B-PERSON
2199,15, साय ,B-LOCATION
2200,15, समुद्र ,B-PERSON
2201,15, पार ,o
2202,15, होने ,o
2203,15, का ,o
2204,15, प्रस्ताव ,o
2205,15, श्रुत्वा ,o
2206,15, हनूमतो ,B-PERSON
2207,15, वाक्यं ,o
2208,15, यथाचदभिभाषितम् ,o
2209,15, । ,o
2210,15, रामः ,B-PERSON
2211,15, प्रीतिसयायुक्तो ,B-PERSON
2212,15, काक्यमुत्तरमब्रवीत् ,B-LOCATION
2213,15, एप ,B-PERSON
2214,15, सबस्वभूतम्त ,B-LOCATION
2215,15, परियङ्गो ,B-PERSON
2216,15, हनूमतः ,o
2217,15, | ,o
2218,15, मया ,B-PERSON
2219,15, कालमियं ,B-LOCATION
2220,15, पाप्प ,B-PERSON
2221,15, दचस्तस्य ,B-LOCATION
2222,15, महात्मनाः ,B-PERSON
2223,15, इत्युक्त्वा ,B-LOCATION
2224,15, पीतिहष्टाङ्गो ,B-PERSON
2225,15, रामस्त ,B-LOCATION
2226,15, परिपस्वने ,B-PERSON
2227,15, । ,o
2228,15, हनूमन्तं ,B-PERSON
2229,15, कृतात्मानं ,B-PERSON
2230,15, कृतवाक्यमुपागतम् ,B-LOCATION
2231,15, हनुमान ,B-PERSON
2232,15, ने ,B-PERSON
2233,15, भूमि ,o
2234,15, में ,o
2235,15, दुर्बम ,o
2236,15, महतं ,o
2237,15, बड़ा ,o
2238,15, कार्य ,o
2239,15, किया ,o
2240,15," है, ",o
2241,15, जो ,o
2242,15, किसी ,o
2243,15, दूसरे ,o
2244,15, से ,o
2245,15, पृथिवीतल ,o
2246,15, पर ,o
2247,15, मन ,o
2248,15, से ,o
2249,15, भी ,o
2250,15, करना ,o
2251,15, अवाक्य ,o
2252,15, है ,o
2253,15, ।। ,o
2254,15, २ ,o
2255,15, ।। ,o
2256,15, किन्तु ,o
2257,15, इस ,o
2258,15, दीन ,o
2259,15, अवस्था ,o
2260,15, में ,o
2261,15, यह ,o
2262,15, बात ,o
2263,15, मेरे ,o
2264,15, मन ,o
2265,15, को ,o
2266,15, बहुत ,o
2267,15, ही ,o
2268,15, चुभती ,o
2269,15," है, ",o
2270,15, कि ,o
2271,15, मैं ,o
2272,15, इस ,o
2273,15, प्रिय ,o
2274,15, करनेवाले ,o
2275,15, के ,o
2276,15, साश ,o
2277,15, मिय ,o
2278,15, नहीं ,o
2279,15, कर ,o
2280,15, सकता ,o
2281,15, हूं ,o
2282,15, सीता ,o
2283,15, का ,o
2284,15, हूदना ,o
2285,15, तो ,o
2286,15, बड़ी ,o
2287,15, अच्छी ,o
2288,15, तरह ,o
2289,15," होचुका, ",o
2290,15, पर ,o
2291,15, समुद्र ,B-PERSON
2292,15, को ,o
2293,15, पाकर ,o
2294,15, फिर ,o
2295,15, मेरा ,o
2296,15, मन ,o
2297,15, डिगा ,o
2298,15, जाता ,o
2299,15, है ,o
2300,16,यह ,o
2301,16, शूरवीर ,B-PERSON
2302,16," समर्य, ",B-LOCATION
2303,16, वानर ,B-PERSON
2304,16, सेनापति ,B-PERSON
2305,16, सब ,B-PERSON
2306,16, के ,o
2307,16, सब ,B-PERSON
2308,16, आपका ,o
2309,16, पिय ,o
2310,16, करने ,o
2311,16, के ,o
2312,16, लिय ,o
2313,16, अनि ,B-PERSON
2314,16, में ,o
2315,16, भी ,o
2316,16, प्रवेश ,o
2317,16, करने ,o
2318,16, का ,o
2319,16, उत्साह ,o
2320,16, रखते ,o
2321,16, हैं ,o
2322,16, (तब ,o
2323,16, समुद्र ,B-PERSON
2324,16, का ,o
2325,16, पार ,o
2326,16, होना ,o
2327,16, कौन ,o
2328,16, बड़ी ,o
2329,16, बात ,o
2330,16, है ,o
2331,16, ) ,o
2332,16, ततः ,o
2333,16, पादपसंवा ,o
2334,16, नानाबनसमायुतम् ,o
2335,16, । ,o
2336,16, सपर्वतमासाद ,B-PERSON
2337,16, बानरास्ते ,B-LOCATION
2338,16, समारुहन् ,B-PERSON
2339,16, वां ,B-LOCATION
2340,16, सेना ,B-PERSON
2341,16, समुस्मृज्य ,o
2342,16, मा ,o
2343,16, च ,o
2344,16, कश्विस्कृतो ,B-PERSON
2345,16, बजे ,o
2346,16, । ,o
2347,16, गच्छन्तु ,B-PERSON
2348,16, वानराः ,B-LOCATION
2349,16, शूगर ,B-PERSON
2350,16, हेच ,B-LOCATION
2351,16, छ ,B-PERSON
2352,16, भयं ,B-LOCATION
2353,16, च ,B-PERSON
2354,16, नः ,B-LOCATION
2355,16, विरान ,B-PERSON
2356,16, समीपस्य ,B-LOCATION
2357,16, सागरस्य ,B-LOCATION
2358,16, च ,B-PERSON
2359,16, तलम् ,B-LOCATION
2360,16, । ,B-PERSON
2361,16, मधुपाण्डमला ,B-LOCATION
2362,16, श्रीमान्द्रितीय ,B-PERSON
2363,16, र ,B-LOCATION
2364,16, सागर ,B-PERSON
2365,16, सागर ,B-LOCATION
2366,16, चाम्बरमख्यमम्वरं ,B-PERSON
2367,16, सागरोपमम् ,B-LOCATION
2368,16, । ,B-PERSON
2369,16, सागरं ,B-LOCATION
2370,16, चाम्बरं ,B-PERSON
2371,16, चेति ,B-LOCATION
2372,16, निर्षिघोषमापत ,B-PERSON
2373,17,सब ,o
2374,17, वृक्षों ,o
2375,17, से ,o
2376,17, भरे ,o
2377,17, हुए ,o
2378,17, नाना ,o
2379,17, बनों ,o
2380,17, से ,o
2381,17, युक्त ,o
2382,17, सह ,o
2383,17, पर्वत ,I-LOCATION
2384,17, को ,o
2385,17, पाकर ,o
2386,17, वर ,B-PERSON
2387,17, वानर ,B-PERSON
2388,17, उप्त ,B-PERSON
2389,17, पर ,o
2390,17, चढ़ ,o
2391,17, गए ,o
2392,17, का ,o
2393,17, सब ,o
2394,17, महापर्वत ,B-PERSON
2395,17, सह्य ,o
2396,17, और ,o
2397,17, मलय ,B-PERSON
2398,17, को ,o
2399,17, उलांधकर ,o
2400,17, क्रमाा ,o
2401,17, भयङ्कर ,B-PERSON
2402,17, ध्वनिवाले ,o
2403,17, समुद्र ,I-LOCATION
2404,17, पर ,o
2405,17, पहुँचे ,o
2406,17, । ,o
2407,17, १२ ,B-COUNT
2408,17, सो ,B-COUNT
2409,17, यहां ,o
2410,17, ही ,o
2411,17, छावनी ,B-PERSON
2412,17," डालिए, ",o
2413,17, और ,o
2414,17, विचार ,o
2415,17," कीजिये, ",o
2416,17, जिससे ,o
2417,17, कि ,o
2418,17, यह ,o
2419,17, पानर ,B-PERSON
2420,17, सेना ,B-LOCATION
2421,17, परले ,B-PERSON
2422,17, पार ,o
2423,17, पहुंच ,o
2424,17, जाए ,o
2425,17, राम ,B-PERSON
2426,17, के ,B-PERSON
2427,17, वचन ,o
2428,17, को ,o
2429,17, सुनकर ,o
2430,17, सुग्रीव ,B-PERSON
2431,17, और ,B-PERSON
2432,17, लक्ष्मण ,B-PERSON
2433,17, ने ,B-PERSON
2434,17, वृक्षों ,B-PERSON
2435,17, से ,o
2436,17, भरे ,o
2437,17, हुए ,o
2438,17, सागर ,I-LOCATION
2439,17, तीर ,B-LOCATION
2440,17, पर ,B-LOCATION
2441,17, सेना ,B-LOCATION
2442,17, की ,I-LOCATION
2443,17, छावनी ,B-LOCATION
2444,17, डालदी ,B-PERSON
2445,17, समुद्र ,B-LOCATION
2446,17, आकाशके ,B-PERSON
2447,17, समान ,o
2448,17, और ,o
2449,17, आकाा ,o
2450,17, समुद्र ,I-LOCATION
2451,17, के ,o
2452,17, समान ,o
2453,17, होने ,o
2454,17, से ,o
2455,17, समुद्र ,o
2456,17, और ,o
2457,17, आकाश ,o
2458,17, निर्विशेष ,o
2459,17, (एक ,o
2460,17, से) ,o
2461,17, दीयते ,o
2462,17, थे ,o
2463,18,सक्षसेन्द्र ,B-PERSON
2464,18, में ,o
2465,18, ऐसे ,o
2466,18, को ,o
2467,18, हुए ,o
2468,18, महावली ,B-PERSON
2469,18, रासस ,B-PERSON
2470,18, हाथ ,o
2471,18, जोड़कर ,o
2472,18, राक्षमेन्द्र ,B-PERSON
2473,18, रावण ,B-PERSON
2474,18, से ,B-PERSON
2475,18, बोले ,o
2476,18, ।।। ,o
2477,18, हमारा ,B-PERSON
2478,18, यल ,B-PERSON
2479,18, - ,o
2480,18, (सेना) ,o
2481,18, बहुत ,o
2482,18, बड़ा ,B-PERSON
2483,18," है, ",o
2484,18, आप ,B-PERSON
2485,18, क्यों ,B-PERSON
2486,18, एदास ,B-PERSON
2487,18, होते ,o
2488,18," हैं, ",o
2489,18, आपने ,B-PERSON
2490,18, भोगवती ,B-PERSON
2491,18, में ,o
2492,18, माकर ,B-PERSON
2493,18, नाग ,B-PERSON
2494,18, जीते ,B-PERSON
2495,18, हैं। ,o
2496,18, विभीषण ,B-PERSON
2497,18, के ,B-PERSON
2498,18, वचन ,B-PERSON
2499,18, को ,o
2500,18, पुनकर ,B-PERSON
2501,18, राक्षसेश्वर ,B-PERSON
2502,18, रावण ,B-PERSON
2503,18, उन ,B-PERSON
2504,18, सब ,B-PERSON
2505,18, को ,B-PERSON
2506,18, विसर्जन ,B-PERSON
2507,18, करके ,o
2508,18, अपने ,B-PERSON
2509,18, घर ,o
2510,18, में ,o
2511,18, प्रविष्ट ,B-PERSON
2512,18, हुभा ,B-PERSON
2513,18, राक्षसी ,B-PERSON
2514,18, से ,B-PERSON
2515,18, पूजित ,B-PERSON
2516,18, उस ,B-LOCATION
2517,18, महावाहू ,B-PERSON
2518,18, ने ,B-PERSON
2519,18, अपने ,B-PERSON
2520,18, वज ,B-PERSON
2521,18, से ,B-PERSON
2522,18," दीप्यमान, ",o
2523,18, आसन ,B-PERSON
2524,18, पर ,o
2525,18, बैठे ,o
2526,18," हुए, ",o
2527,18, रावण ,B-PERSON
2528,18, को ,B-PERSON
2529,18, प्रणाम ,o
2530,18, किया ,o
2531,18, और ,o
2532,18, एकान्त ,B-PERSON
2533,18, मे ,o
2534,18, मन्त्रियों ,B-PERSON
2535,18, के ,B-PERSON
2536,18, समक्ष ,B-PERSON
2537,18, उसने ,B-PERSON
2538,18, महात्मा ,B-PERSON
2539,18, रावण ,B-PERSON
2540,18, को ,B-PERSON
2541,18, हेतुओं ,B-PERSON
2542,18, से ,B-PERSON
2543,18, निश्चित ,o
2544,18, अतीव ,B-PERSON
2545,18, हितकारी ,o
2546,18, वचन ,B-PERSON
2547,18, कहा ,o
2548,18, किमी ,B-PERSON
2549,18, से ,o
2550,18, मय ,o
2551,18, नहीं ,o
2552,18, देखता ,o
2553,18," हूं, ",o
2554,18, राम ,B-PERSON
2555,18, कमी ,B-PERSON
2556,18, सीता ,B-PERSON
2557,18, को ,o
2558,18, नहीं ,o
2559,18," पाएगा, ",o
2560,18, युद्ध ,B-PERSON
2561,18, में ,o
2562,18, इन्द्र ,B-PERSON
2563,18, सहित ,B-PERSON
2564,18, देवताओं ,B-PERSON
2565,18, के ,B-PERSON
2566,18, साथ ,o
2567,18, भी ,o
2568,18, गम ,o
2569,18, मेरे ,o
2570,18, आगे ,o
2571,18, कैसे ,o
2572,18, खड़ा ,o
2573,18, होगा ,o
2574,18, ।। ,o
2575,18, १४ ,o
2576,18, ।। ,o
2577,18, यह ,o
2578,18, कहकर ,o
2579,18, देवताओं ,B-PERSON
2580,18, की ,B-PERSON
2581,18, सेना ,B-PERSON
2582,18, के ,B-PERSON
2583,18, नाम ,o
2584,18, करनेवाले ,B-PERSON
2585,18, रण ,B-PERSON
2586,18, में ,B-PERSON
2587,18, प्रचण्ड ,B-PERSON
2588,18, पराक्रमवाले ,B-PERSON
2589,18, महावली ,B-PERSON
2590,18, रावणने ,B-PERSON
2591,18, सत्यवादी ,B-PERSON
2592,18, माई ,B-PERSON
2593,18, विभीषण ,B-PERSON
2594,18, को ,B-PERSON
2595,18, विसर्जन ,o
2596,18, किया ,o
2597,19,यह ,o
2598,19, सुवर्ण ,o
2599,19, की ,I-LOCATION
2600,19, जालियों ,B-LOCATION
2601,19, चाले ,B-PERSON
2602,19, मणि ,B-LOCATION
2603,19, और ,B-PERSON
2604,19, गुलियों ,B-PERSON
2605,19, से ,o
2606,19, भूपित ,B-PERSON
2607,19, सिधे ,o
2608,19, हुए ,o
2609,19, घोड़ों ,B-PERSON
2610,19, वाले ,o
2611,19, महारथ ,B-PERSON
2612,19, पर ,o
2613,19, पाकर ,o
2614,19, सवार ,B-PERSON
2615,19, हुआ ,o
2616,19, और ,o
2617,19, नाना ,B-PERSON
2618,19, प्रकार ,o
2619,19, के ,o
2620,19, अलग ,B-PERSON
2621,19, २ ,B-COUNT
2622,19, चेपा ,B-PERSON
2623,19, वाले ,o
2624,19, नाना ,B-PERSON
2625,19, भूषणों ,B-PERSON
2626,19, से ,o
2627,19, भूपित्त ,B-PERSON
2628,19, रोधे ,B-PERSON
2629,19, पावों ,o
2630,19, से ,o
2631,19, और ,o
2632,19, पीछे ,o
2633,19, से ,o
2634,19, घेर ,o
2635,19, कर ,o
2636,19, चले ,o
2637,19, तब ,o
2638,19, सारी ,o
2639,19, सेना ,o
2640,19, को ,I-LOCATION
2641,19, नगर ,B-LOCATION
2642,19, की ,B-PERSON
2643,19, रक्षा ,o
2644,19, के ,o
2645,19, लिये ,o
2646,19, अलग ,o
2647,19, २ ,B-COUNT
2648,19, लगाकर ,o
2649,19, महस्व ,B-PERSON
2650,19, राजा ,B-PERSON
2651,19, के ,B-PERSON
2652,19, सामने ,o
2653,19, बैठाया ,o
2654,19, और ,o
2655,19, बोला ,o
2656,19, सीता ,B-PERSON
2657,19, देनी ,o
2658,19, नहीं ,o
2659,19," है, ",o
2660,19, और ,B-PERSON
2661,19, दशरथ ,B-PERSON
2662,19, के ,B-PERSON
2663,19, दोनों ,B-PERSON
2664,19, पुत्रों ,B-PERSON
2665,19, को ,o
2666,19, मारना ,o
2667,19," है, ",o
2668,19, यह ,o
2669,19, सोच ,o
2670,19, कर ,o
2671,19, आप ,o
2672,19, विचार ,o
2673,19, कीजिये ,o
2674,19, और ,o
2675,19, मुनीति ,B-PERSON
2676,19, युक्त ,o
2677,19, कहिये ,o
2678,19, रावण ,B-PERSON
2679,19, को ,B-PERSON
2680,19, क्रुद्ध ,B-PERSON
2681,19, जानकर ,o
2682,19, महावली ,B-PERSON
2683,19, महापाय ,B-PERSON
2684,19, थोड़ी ,o
2685,19, देर ,o
2686,19, सोचकर ,o
2687,19, क्षाथ ,o
2688,19, जोड़कर ,o
2689,19, बोला ,o
2690,20,सगै ,B-PERSON
2691,20, ७ ,B-COUNT
2692,20, (२०५४) ,I-PERSON
2693,20, विभीषण ,B-PERSON
2694,20, को ,o
2695,20, सीता ,B-PERSON
2696,20, को ,o
2697,20, वापिस ,B-PERSON
2698,20, देने ,o
2699,20, की ,o
2700,20, सम्मति। ,o
2701,20, रामसेन्द्र ,B-PERSON
2702,20, के ,o
2703,20, रचन ,B-PERSON
2704,20, को ,o
2705,20, और ,o
2706,20, कुम्भक ,B-PERSON
2707,20, की ,o
2708,20, गर्जनाओं ,B-PERSON
2709,20, को ,o
2710,20, सुनकर ,o
2711,20, विभीषण ,B-PERSON
2712,20, राक्षसराज ,B-PERSON
2713,20, का ,B-PERSON
2714,20, हितकारी ,B-PERSON
2715,20, गम्भीर ,o
2716,20, तात्पर्य ,o
2717,20, वाला ,o
2718,20, मुख्य ,o
2719,20, वचन ,B-PERSON
2720,20, बोला ,o
2721,20, सहस्त ,B-PERSON
2722,20, के ,o
2723,20, अहित ,o
2724,20, चाक्य ,B-PERSON
2725,20, को ,o
2726,20, सुनकर ,o
2727,20, राजा ,B-PERSON
2728,20, का ,B-PERSON
2729,20, हित ,o
2730,20, चाइनेवाला ,B-PERSON
2731,20, धर्म ,o
2732,20, अर्थ ,o
2733,20, काम ,o
2734,20, में ,o
2735,20, स्चिन ,B-PERSON
2736,20, बुदिशाका ,B-PERSON
2737,20, विभीषण ,B-PERSON
2738,20, बड़े ,o
2739,20, अर्थवाला ,B-PERSON
2740,20, बचन ,B-PERSON
2741,20, बोला ,o
2742,20, यह ,B-PERSON
2743,20, राजा ,B-PERSON
2744,20, न्यसनों ,B-PERSON
2745,20, के ,B-PERSON
2746,20, घर ,o
2747,20, में ,o
2748,20, हुभा ,o
2749,20, स्वभाव ,o
2750,20, से ,o
2751,20, ही ,o
2752,20, तीक्ष्ण ,o
2753,20, और ,o
2754,20, पिन ,o
2755,20, साँचे ,o
2756,20, करने ,o
2757,20, वाला ,o
2758,20," है, ",o
2759,20, तिस ,B-PERSON
2760,20, पर ,o
2761,20, शत्रु ,B-PERSON
2762,20, तुल्य ,B-PERSON
2763,20, आप ,B-PERSON
2764,20, जैसे ,o
2765,20, मित्र ,B-PERSON
2766,20, राक्षसों ,B-PERSON
2767,20, के ,o
2768,20, नाशार्थ ,B-PERSON
2769,20, से ,o
2770,20, सलाह ,o
2771,20, दे ,o
2772,20, रहे ,o
2773,20, हैं ,o
2774,20, ।।२।। ,o
2775,20, यह ,o
2776,20, इस ,o
2777,20, पुर ,B-PERSON
2778,20, के ,o
2779,20, सथा ,o
2780,20, सुहृद' ,B-PERSON
2781,20, जनों ,B-PERSON
2782,20, और ,B-PERSON
2783,20, दूसरे ,B-PERSON
2784,20, राक्षसों ,B-PERSON
2785,20, समेत ,B-PERSON
2786,20, रामा ,B-PERSON
2787,20, के ,o
2788,20, लिये ,o
2789,20, पथ्य ,o
2790,20, ठीक ,o
2791,20, पचन ,o
2792,20, जो ,o
2793,20, अपना ,o
2794,20, मत ,o
2795,20," है, ",o
2796,20, कहता ,o
2797,20," हूँ, ",o
2798,20, वह ,o
2799,20, यह ,o
2800,20, कि ,o
2801,20, सीता ,B-PERSON
2802,20, नरेन्द्रपुत्र ,B-PERSON
2803,20, को ,B-PERSON
2804,20, दे ,o
2805,20, दीजिये ,o
2806,20, इस ,o
2807,20, कुल ,B-PERSON
2808,20, में ,o
2809,20, एकही ,B-PERSON
2810,20, पुरुष ,B-PERSON
2811,20," सत्व, ",o
2812,20," वीर्य, ",B-PERSON
2813,20," पराक्रम, ",o
2814,20," धैर्य, ",B-PERSON
2815,20," शौर्य, ",o
2816,20, और ,o
2817,20, तेज ,B-PERSON
2818,20, से ,o
2819,20, हीन ,o
2820,20, हुआ ,o
2821,20," है, ",o
2822,20, और ,o
2823,20, यह ,o
2824,20, या ,o
2825,20, छोटा ,B-PERSON
2826,20, सात ,B-LOCATION
2827,20, विभीषण ,B-PERSON
2828,20, है ,o
2829,20, हे ,B-PERSON
2830,20, राजन् ,B-PERSON
2831,20, ! ,B-PERSON
2832,20, इस ,B-PERSON
2833,20," धन, ",o
2834,20," रत्न, ",B-PERSON
2835,20," भूषण, ",B-PERSON
2836,20, दिव्य ,B-PERSON
2837,20," बच्च, ",B-PERSON
2838,20, विचित्र ,B-PERSON
2839,20, पनि ,B-PERSON
2840,20, और ,B-PERSON
2841,20, देवी ,B-PERSON
2842,20, सीता ,B-PERSON
2843,20, राम ,B-PERSON
2844,20, को ,B-PERSON
2845,20, अर्पण ,o
2846,20, करके ,o
2847,20, यहां ,o
2848,20, बीतशोक ,B-PERSON
2849,20, हुए ,o
2850,20, धसे ,o
2851,20, ।। ,o
2852,20, ६ ,B-COUNT
2853,21,इत्युक्तः ,o
2854,21, परुष ,B-PERSON
2855,21, वाक्य ,o
2856,21, न्यायवादी ,o
2857,21, विभीषणः ,o
2858,21, । ,o
2859,21, उत्पपारा ,o
2860,21, गदापाणिश्चतुभि ,o
2861,21, सह ,o
2862,21, राक्षसः ,o
2863,21, निवार्षमाणस्य ,o
2864,21, मया ,o
2865,21, हिवैपिणा ,B-PERSON
2866,21, न ,o
2867,21, रोचते ,o
2868,21, ते ,o
2869,21, वचनं ,o
2870,21, निशाचर ,B-PERSON
2871,21, । ,o
2872,21, परान्तकाले ,o
2873,21, हि ,B-PERSON
2874,21, साधुपो ,B-LOCATION
2875,21, नरा ,B-PERSON
2876,21, हितं ,B-LOCATION
2877,21, न ,B-PERSON
2878,21, गृहन्ति ,o
2879,21, मुहगिरीरितम् ,o
2880,21, और ,o
2881,21, क्रुद्ध ,o
2882,21, हुभा ,o
2883,21, विभीषण ,o
2884,21, यह ,o
2885,21, वाक्य ,o
2886,21," घोला, ",o
2887,21, तू ,o
2888,21, भूला ,o
2889,21, हुआ ,o
2890,21, है ,o
2891,21, हे ,o
2892,21, राजन् ,B-PERSON
2893,21, ! ,B-PERSON
2894,21, कहो ,o
2895,21, . ,o
2896,21, मुझे ,o
2897,21, जो ,o
2898,21, २ ,B-COUNT
2899,21, कुछ ,o
2900,21, चाहता ,o
2901,21, है ,o
2902,21, ।। ,o
2903,21, १८ ,B-COUNT
2904,21, बड़ा ,o
2905,21, भाई ,B-PERSON
2906,21, माननीय ,o
2907,21," है, ",o
2908,21, पितृतुल्प ,B-PERSON
2909,21," है, ",o
2910,21, पर ,o
2911,21, धर्म ,o
2912,21, मार्ग ,o
2913,21, पर ,o
2914,21, स्थित ,o
2915,21, नहीं ,o
2916,21, है। ,o
2917,21, मैं ,o
2918,21, तुझ ,o
2919,21, बड़े ,o
2920,21, भाई ,B-PERSON
2921,21, के ,o
2922,21, भी ,o
2923,21, इतने ,o
